"University","Title","Abstract","Relevance Score","Publication URL","Coordinates"
"""Imperial_College_London""","""Scalable and Efficient Sensor Network Self-Configuration in BioANS - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/4274929/""","[-0.178219,51.500505]"
"""Queen's_University_Belfast""","""Lightweight Cryptographic Identity Solutions for the Internet of Things - Queen's University Belfast Research Portal - Research Directory & Institutional Repository for QUB""","""View graph of relations\nWith the increasing emergence of pervasive electronic devices in our lives, the Internet of Things (IoT) has become a reality with its influence on our day to day activities set to further increase with a projected 50 billion connected devices by the year 2020 [8]. These smart devices and sensors will be found in our homes, our cars, our workplaces, etc., and have the potential to revolutionise how we interact with the world today. The slew of data generated by such a volume of devices necessitates the use of smart, autonomous machine-to-machine (M2M) communications; however, this necessarily poses serious security and privacy issues as we will no longer have direct control over with whom and what our devices communicate. This could potentially open up new attack vectors for criminal hackers to exploit through the use of malicious or tampered IoT devices. Compounding the problem is that to enable the ubiquitous nature of the IoT, the embedded devices themselves are often low-cost, low-power, throwaway units which are restricted both in memory and computing power. Generally, low-cost devices targeted at the IoT space, such as the ARM Cortex-M® or the Atmel tinyAVR® families of microcontroller units (MCUs), contain little if any embedded security features. Their lightweight nature is such that even highly optimised cryptographic implementations targeted at specific MCU still require a significant timing, and corresponding energy, overhead [9]. Hence, it is clear we need a new approach to securing the IoT. In this chapter, we outline the proposed use of Physical Unclonable Functions (PUFs) for the provision of IoT device security.\nDOI\nResearch output: Chapter in Book/Report/Conference proceeding › Conference contribution\nFingerprint\nT: +44 (0)28 9024 5133\nEmergency T: +44 (0)28 9097 2222\n© Queen's University Belfast 2017,\n""","2.2379003","""http://pure.qub.ac.uk/portal/en/publications/lightweight-cryptographic-identity-solutions-for-the-internet-of-things(2b0cefcc-c4c2-411c-9b2a-b7cf1e161eed).html""","[-5.934759,54.583863]"
"""Sheffield_Hallam_University""","""Security threats on wireless sensor network protocols  - Sheffield Hallam University Research Archive""","""Security threats on wireless sensor network protocols\nTools\nGORINE, Habib (2016).       Security threats on wireless sensor network protocols.          In: 18th International Conference on Cryptology and Network Security, Kuala Lumpur, 18-19 August 2016.              (Submitted)\nPreview\nFinal Full Paper WSN Security 29 June 2016.pdf - Submitted Version\nAvailable under License All rights reserved.\nOfficial URL: http://waset.org\nAbstract\nIn this paper, we investigate security issues and challenges facing researchers in wireless sensor networks and countermeasures to resolve them. The broadcast nature of wireless communication makes Wireless Sensor Networks prone to various attacks. Due to resources limitation constraint in terms of limited energy, computation power and memory, security in wireless sensor networks creates different challenges than wired network security. We will discuss several attempts at addressing the issues of security in wireless sensor networks in an attempt to encourage more research into this area.\nItem Type:\n""","1.0","""http://shura.shu.ac.uk/12870/""","[-1.465255,53.379194]"
"""Imperial_College_London""","""Guest Editorial Special Issue on Software Defined Wireless Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/7570419/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Partition-based Pareto-optimal state prediction method for interconnected systems using sensor networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/7963227/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Mapping Organizational Dynamics with Body Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6200554/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""A Novel and Miniaturized 433/868MHz Multi-band Wireless Sensor Platform for Body Sensor Network Applications - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6200530/""","[-0.178219,51.500505]"
"""University_of_Lancaster""","""Car-Park Management using Wireless Sensor Networks - Research Portal | Lancaster University""","""Car-Park Management using Wireless Sensor Networks\nResearch output: Contribution in Book/Report/Proceedings › Paper\nPublished\nLocal Computer Networks, Proceedings 2006 31st IEEE Conference on\nPages\nEnglish\nEvent\nFirst IEEE International Workshop on Practical Issues in Building Sensor Network Applications (SENSEAPP2006) at LCN 2006 - Tampa, Florida\nConference\nConference\nFirst IEEE International Workshop on Practical Issues in Building Sensor Network Applications (SENSEAPP2006) at LCN 2006\nCity\nConference\nConference\nFirst IEEE International Workshop on Practical Issues in Building Sensor Network Applications (SENSEAPP2006) at LCN 2006\nCity\n1/01/00 → …\nAbstract\nA complete wireless sensor network solution for carpark management is presented in this paper. The system architecture and design are first detailed, followed by a description of the current working implementation, which is based on our DSYS25z sensing nodes. Results of a series of real experimental tests regarding connectivity, sensing and network performance are then discussed. The analysis of link characteristics in the car-park scenario shows unexpected reliability patterns which have a strong influence on MAC and routing protocol design. Two unexpected link reliability patterns are identified and documented. First, the presence of the objects (cars) being sensed can cause significant interference and degradation in communication performance. Second, link quality has a high temporal correlation but a low spatial correlation. From these observations we conclude that a) the construction and maintenance of a fixed topology is not useful and b) spatial rather than temporal message replicates can improve transport reliability.\nLancaster University Bailrigg Lancaster United Kingdom LA1 4YW\n+44 (0)1524 65201\n""","1.0","""http://www.research.lancs.ac.uk/portal/en/publications/carpark-management-using-wireless-sensor-networks(a3dda169-2631-451c-929f-b8d1311fbb64).html""","[-2.787729,54.010394]"
"""Imperial_College_London""","""A survey on the ietf protocol suite for the internet of things: standards, challenges, and opportunities - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","2.2379003","""http://ieeexplore.ieee.org/document/6704479/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""PIPENET: A Wireless Sensor Network for Pipeline Monitoring - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/4379686/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Don't fool Me!: Detection, Characterisation and Diagnosis of Spoofed and Masked Events in Wireless Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/7707304/""","[-0.178219,51.500505]"
"""University_of_Exeter""","""Towards Simulating the Internet of Things - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.9847312","""http://ieeexplore.ieee.org/document/6844677/""","[-3.533832,50.735262]"
"""University_of_Portsmouth""","""A Rule Learning Approach to Energy Efficient Clustering in Wireless Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/4622683/""","[-1.093584,50.795277]"
"""Imperial_College_London""","""A Wireless Biomedical Signal Interface System-on-Chip for Body Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/5430902/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Unsupervised Time Series Segmentation for High-Dimensional Body Sensor Network Data Streams - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6855628/""","[-0.178219,51.500505]"
"""Queen's_University_Belfast""","""Securing Wireless Communications of the Internet of Things from the Physical Layer, An Overview - Queen's University Belfast Research Portal - Research Directory & Institutional Repository for QUB""","""Securing Wireless Communications of the Internet of Things from the Physical Layer, An Overview\nResearch output: Contribution to journal › Article\nForthcoming\nView graph of relations\nThe security of the Internet of Things (IoT) is receiving considerable interest as the low power constraints and complexity features of many IoT devices are limiting the use of conventional cryptographic techniques. This article provides an overview of recent research efforts on alternative approaches for securing IoT wireless communications at the physical layer, specifically the key topics of key generation and physical layer encryption. These schemes can be implemented and are lightweight, and thus offer practical solutions for providing effective IoT wireless security. Future research to make IoT-based physical layer security more robust and pervasive is also covered.\nOriginal language\n""","1.9050064","""http://pure.qub.ac.uk/portal/en/publications/securing-wireless-communications-of-the-internet-of-things-from-the-physical-layer-an-overview(47a49c21-10c5-41cf-80ae-5afb4ebf9226).html""","[-5.934759,54.583863]"
"""Imperial_College_London""","""Distributed Remote Vector Gaussian Source Coding for Wireless Acoustic Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/6824434/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Symbiot: Congestion-Driven Multi-resource Fairness for Multi-user Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/7336232/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Energy efficient lossy transmission over sensor networks with feedback - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/5495231/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Information Agents for Pervasive Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2017 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/4517410/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Adaptive QoS routing for significant events in wireless sensor networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/4660035/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""A dynamic clustering and energy efficient routing technique for sensor networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/4290048/""","[-0.178219,51.500505]"
"""University_of_Lancaster""","""An Experimental Comparison of Event Driven and Multi-Threaded Sensor Node Operating Systems - Research Portal | Lancaster University""","""An Experimental Comparison of Event Driven and Multi-Threaded Sensor Node Operating Systems\nResearch output: Contribution in Book/Report/Proceedings › Paper\nPublished\nPervasive Computing and Communications Workshops, 2007. PerCom Workshops '07. Fifth Annual IEEE International Conference on\nPublisher\nEnglish\nEvent\nProceedings of the Third IEEE International Workshop on Sensor Networks and Systems for Pervasive Computing (PERSENS2007), White Plains, USA -\nConference\nConference\nProceedings of the Third IEEE International Workshop on Sensor Networks and Systems for Pervasive Computing (PERSENS2007), White Plains, USA\nPeriod\nConference\nConference\nProceedings of the Third IEEE International Workshop on Sensor Networks and Systems for Pervasive Computing (PERSENS2007), White Plains, USA\nPeriod\n1/01/00 → …\nAbstract\nTwo different operating system types are currently considered for sensor networks: event driven and multi-threaded. This paper compares the two well-known operating systems TinyOS (event driven) and MANTIS (multi-threaded) regarding their memory usage, power consumption and processing capabilities. TinyOS and MANTIS are both ported to the DSYS25 sensor platform. Both operating systems are used to execute the same sensor network application and the aforementioned parameters of interest are measured. The results presented in this paper show for which set of applications each operating system is preferable.\nLancaster University Bailrigg Lancaster United Kingdom LA1 4YW\n+44 (0)1524 65201\n""","1.0","""http://www.research.lancs.ac.uk/portal/en/publications/an-experimental-comparison-of-event-driven-and-multithreaded-sensor-node-operating-systems(97b70081-0405-46f2-8cc3-b5676e1bf0dd).html""","[-2.787729,54.010394]"
"""Imperial_College_London""","""Detecting Malicious Data Injections in Event Detection Wireless Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2017 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/7131545/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Transforming Health Care: Body Sensor Networks, Wearables, and the Internet of Things - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.587785","""http://ieeexplore.ieee.org/document/7387856/""","[-0.178219,51.500505]"
"""The_University_of_Nottingham""","""A self-governing, decentralized, extensible Internet of Things to share electrical power efficiently - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.587785","""http://ieeexplore.ieee.org/document/6899301/""","[-1.183333,52.951126]"
"""Imperial_College_London""","""Positioning in Wireless Sensor Networks Using Array Processing - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/4698596/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Ensuring Survivability of Resource-Intensive Sensor Networks Through Ultra-Low Power Overlays - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6687258/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Guest Editorial - 13th Body Sensor Networks Symposium - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/8245883/""","[-0.178219,51.500505]"
"""University_of_Lancaster""","""Validating an integer non-linear program optimization model of a wireless sensor network using agent-based simulation - Research Portal | Lancaster University""","""Validating an integer non-linear program optimization model of a wireless sensor network using agent-based simulation\nResearch output: Contribution in Book/Report/Proceedings › Conference contribution\nPublished\n2016 Winter Simulation Conference (WSC)\nPublisher\n2016 Winter Simulation Conference (WSC)\nPublisher\n1558-4305\nAbstract\nDeploying wireless sensor networks (WSN) along a barrier line to provide surveillance against illegal intruders is a fundamental sensor-allocation problem. To maximize the detection probability of intruders with a limited number of sensors, we propose an integer non-linear program optimization model which considers multiple types of sensors and targets, probabilistic detection functions and sensor-reliability issues. An agent-based simulation (ABS) model is used to validate the analytic results and evaluate the performance of the WSN under more realistic conditions, such as intruders moving along random paths. Our experiment shows that the results from the optimization model are consistent with the results from the ABS model. This increases our confidence in the ABS model and allows us to conduct a further experiment using moving intruders, which is more realistic, but it is challenging to find an analytic solution. This experiment shows the complementary benefits of using optimization and ABS models.\nLancaster University Bailrigg Lancaster United Kingdom LA1 4YW\n+44 (0)1524 65201\n""","1.0","""http://www.research.lancs.ac.uk/portal/en/publications/validating-an-integer-nonlinear-program-optimization-model-of-a-wireless-sensor-network-using-agentbased-simulation(85ef1a77-f69a-4bed-a603-2247fb429098).html""","[-2.787729,54.010394]"
"""Brunel_University_London""","""Grey wolf optimization-based energy-efficient routing protocol for heterogeneous wireless sensor networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/7743266/""","[-0.472855,51.532848]"
"""University_of_Glasgow""","""Kuhn-Munkres parallel genetic algorithm for the set cover problem and its application to large-scale wireless sensor networks  - Enlighten: Publications""","""In this section\nKuhn-Munkres parallel genetic algorithm for the set cover problem and its application to large-scale wireless sensor networks\nZhang, X.-Y., Gong, Y.-j., Zhan, Z., Chen, W.-N., Li, Y. and Zhang, J. (2016)     Kuhn-Munkres parallel genetic algorithm for the set cover problem and its application to large-scale wireless sensor networks. IEEE Transactions on Evolutionary Computation , 20(5),    pp. 695-710. (doi: 10.1109/TEVC.2015.2511142 )\nPreview\n1MB\nAbstract\nOperating mode scheduling is crucial for the lifetime of wireless sensor networks. However, the growing scale of networks has made such a scheduling problem more and more challenging, as existing set cover and evolutionary algorithms become unable to provide satisfactory efficiency due to the curse of dimensionality. In this paper, a Kuhn-Munkres parallel genetic algorithm is developed to solve the set cover problem and is applied to lifetime maximization of large-scale wireless sensor networks. The proposed algorithm schedules the sensors into a number of disjoint complete cover sets and activates them in batch for energy conservation. It uses a divide-and-conquer strategy of dimensionality reduction, and the polynomial Kuhn-Munkres algorithm are hence adopted to splice the feasible solutions obtained in each subarea to enhance the search efficiency substantially. To further improve global efficiency, a redundant-trend sensor schedule strategy is developed. Additionally, we meliorate the evaluation function through penalizing incomplete cover sets, which speeds up convergence. Eight types of experiments are conducted on a distributed platform to test and inform the effectiveness of the proposed algorithm. The results show that it offers promising performance in terms of the convergence rate, solution quality, and success rate.\nItem Type:\n""","1.0","""http://eprints.gla.ac.uk/118977/""","[-4.28836,55.871751]"
"""Imperial_College_London""","""A stochastic process algebraic abstraction of detection evidence fusion in tactical sensor networks""","""A stochastic process algebraic abstraction of detection evidence fusion in tactical sensor networks\nDavid J. Thornley , Duncan F. Gillies\nImperial College London (United Kingdom)\nChatschik  Bisdikian\nFull access may be available with your subscription\n \nRemember Email/Username on this computer\nRemember Password\n50 downloads per 1-year subscription\nMembers: $195\n25 downloads per 1 - year subscription\nMembers: $145\nIncludes PDF, HTML & Video, when available\nMembers: $14.40\nThis will count as one of your downloads.\nYou will have access to both the presentation and article (if available).\nThis content is available for download via your institution's subscription. To access this item, please sign in to your personal account.\n \nRemember Email/Username on this computer\nRemember Password\nNo SPIE account? Create an account\nMy Library\nYou currently do not have any folders to save your paper to! Create a new folder below.\nCreate New Folder\nSAVE\nAbstract\nThe output of a sensor network intended to detect events or objects generally comprises evidentiary reports of features in the environment that may correspond to those phenomena. Signals from multiple sensors are commonly fused to maximize fidelity of detection through for example synergy between different modes of detection, or simple confirmation. We have previously demonstrated the ability to calculate the meaning of a location report as a probability distribution over potential ground truths by using a stochastic process algebraic model compiled to a discrete-state, continuous-time Markov chain, and performing a transient analysis which resembles the process of parameterizing a Bayesian network. We introduce an approach to representing temporal fusion of multiple heterogeneous sensor detections with different modalities and timing characteristics using a stochastic process algebra. This facilitates analysis of probabilistic properties of the system, and inclusion of those properties into larger models. The formal models are translated into continuous time Markov chains, which provide an important trade-off between the approximation of timing information against complexity of analysis. This is vital to the investigation of analytic computation in real world problems. We illustrate this with an example detection-oriented sensing service model emphasizing the impact of timing. Detection probability and confidence is an essential aspect of the quality of information delivered by a sensing service. The present work is part of an effort to develop a formal event detection calculus that captures the essence of sensor information relating to events, such that features and dependencies can be exploited in re-usable, extendible compositional models.\n© (2009) COPYRIGHT Society of Photo-Optical Instrumentation Engineers (SPIE). Downloading of the abstract is permitted for personal use only.\nCitation\n""","1.0","""https://www.spiedigitallibrary.org/conference-proceedings-of-spie/7348/1/A-stochastic-process-algebraic-abstraction-of-detection-evidence-fusion-in/10.1117/12.818578.short""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Energy-efficient probabilistic full coverage in wireless sensor networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6503177/""","[-0.178219,51.500505]"
"""University_of_Warwick""","""Source Location Privacy-Aware Data Aggregation Scheduling for Wireless Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2017 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/7980170/""",
"""Cranfield_University""","""Enhancing delay-based packet forwarding schemes in Wireless Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6737629/""","[-0.629225,52.074389]"
"""StaffOxfordUniversityVariousDepartments1""","""The application of self-validation to wireless sensor networks — PSY""","""Cookies on this website\nWe use cookies to ensure that we give you the best experience on our website. If you click 'Continue' we'll assume that you are happy to receive all cookies and you won't see this message again. Click 'Find out more' for information on how to change your cookie settings.\nThe application of self-validation to wireless sensor networks\nThe application of self-validation to wireless sensor networks\nCollett MA., Cox MG., Duta M., Esward TJ., Harris PM., Henry MP.\n""","1.0","""https://www.psy.ox.ac.uk/publications/64761""",
"""Imperial_College_London""","""Preamble sampling MAC protocols with persistent receivers in wireless sensor networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/4801451/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Towards persistent structural health monitoring through sustainable wireless sensor networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6146587/""","[-0.178219,51.500505]"
"""Brunel_University_London""","""Self-Organized Clustering technique based on sink mobility in heterogeneous M2M sensor networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/7810230/""","[-0.472855,51.532848]"
"""Imperial_College_London""","""Autonomic Role and Mission Allocation Framework for Wireless Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6063488/""","[-0.178219,51.500505]"
"""Imperial_College_London""","""Clinical Applications of Body Sensor Networks - Handbook of Biomedical Telemetry - Kwasnicki - Wiley Online Library""","""Handbook of Biomedical Telemetry\nAdditional Information\nHow to Cite\nNikita, K. S. (2014) Clinical Applications of Body Sensor Networks, in Handbook of Biomedical Telemetry, John Wiley & Sons, Inc., Hoboken, NJ, USA. doi: 10.1002/9781118893715.ch16\nAuthor Information\nImperial College London, United Kingdom\nPublication History\nPublished Online: 11 AUG 2014\nPublished Print: 14 JUL 2014\nISBN Information\npervasive sensing\nSummary\nUsing the body as the medium, a source of inspiration and energy, body sensor networks (BSN) may facilitate the provision of high-quality, personalized healthcare through continuous monitoring of human physiological parameters in natural, unrestricting environments. This chapter first identifies healthcare challenges. It then shows a variety of case reports, in a range of healthcare settings, where BSN are used in order to meet these challenges. Further, the chapter considers the bigger picture with regard to BSN in healthcare, including the practical challenges of implementation, data interpretation, and the necessary steps needed to translate research devices into everyday healthcare. Pervasive sensing with BSN offers high-quality care that is potentially cost and resource effective.\n""","1.0","""http://onlinelibrary.wiley.com/doi/10.1002/9781118893715.ch16/summary?systemMessage=Wiley+Online+Library+is+migrating+to+a+new+platform+powered+by+Atypon%2C+the+leading+provider+of+scholarly+publishing+platforms.+The+new+Wiley+Online+Library+will+be+migrated+over+the+weekend+of+March+17+and+18.You+should+not+experience+any+issues+or+loss+of+access+during+this+time.+For+more+information%2C+please+visit+our+migration+page%3A++http%3A%2F%2Fwww.wileyactual.com%2FWOLMigration%2F""","[-0.178219,51.500505]"
"""University_of_Leicester""","""Towards a Software Framework for the Autonomous Internet of Things - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2017 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","2.5400085","""http://ieeexplore.ieee.org/document/7575867/""","[-1.124632,52.621139]"
